title,text,label
," La renta ""estará exenta de controles y obligaciones invasivas o humillantes"" El nicho de voto de los inmigrantes tiene cabida para los ilegales, o al menos eso se piensan los despistados líderes de Podemos , que acaban de registrar una delirante iniciati",1
," Las fuerzas de seguridad del Reino Unido han advertido este fin de semana la existencia de amenazas de ataques en playas de Canarias y del resto de España este verano por terroristas suicidas . Se achaca este plan a la diabólica Samantha Lewthwaite, cono",1
," Las redes sociales difieren sobre la interpretación que hace la administración foral de la letra de algunos temas musicales «Le pido a la luna que alumbre tu vida, que la mía ya hace tiempo que ya está encendida. Que lo que me cuesta querer sólo al rato,",1
," Le sigo. Es patético. Puede que hayan creado""un algoritmo con el término vox""para cerrar cuentas a quiénes les siguen o apoyan..Algunos no se dan cuenta que el ""enemigo de España""NO es vox..sino los grandes lodazales institucionales existentes...y ahora,",1
," Lo cuenta este martes OK Diario . Al Gobierno de Pedro Sánchez no le gusta la palabra 'padre'. En su lugar ha acuñado la siguiente expresión para definir al padre: "" Progenitor diferente de la madre biológica"". Así consta en el Real Decreto que el Ejecut",1
," Los musulmanes han creado un partido político en España que se llama PRUNE (Partido de Renacimiento y Unión de Europa). Presentado el pasado mes de diciembre, tienen la intención de presentarse a las próximas elecciones municipales. En concreto, se prese",1
"Rumanos, ecuatorianos y marroquíes se comen 7 de cada 10 euros de nuestra sanidad pública"," Pedro Sánchez tiene un plan maestro de cara a las elecciones que se avecinan si todo sale según lo previsto en primavera. La encargada de llevarlo a cabo es Dolores Delgado, Ministra de Justicia. Actualmente hay más de 360.000 expedientes acumulados en l",1
," Se la traen floja que con el mandato de Carmena existan 12000 desahucios. Así es la mierda de @ahorapodemos unos putos cobardes, demagogos, manipuladores y machistas.",1
," Sr. Director: ¿Alguna vez se ha enterado alguien por los medios de comunicación, que un político, un líder o un primer ministro de una nación islámica, haya visitado Japón? ¿Ha escuchado alguna vez en las noticias, que algún dignatario de Irán, o un prín",1
," TELEFONO DE EMERGENCES DESDE MdVILES gratis PARA TODOS LOS QUE TENEMOS TELEFONO MOVIL (O SEA TODOS). ТЕ INFORMO QUE YA PUEDES AVISAR DE ACCIDENTES. HERIDOS, EMERGENCIAS EN CARRETERAS. ETC., DESDE TU MdVIL. SOLO TIENES QUE MARCAR 088. ES A NIVEL NACIONAL ",1
Pacientes con cáncer de vejiga se quedan sin tratamiento por falta de suministro," Un escalofriante reportaje de El Mundo pone cifras aun fenómeno repugnante de agresiones sexuales en grupo, con un dato sobre el origen que suscitará polémica. El dato es escalofriante: 350 han sido identificados o detenidos por violaciones y agresiones ",1
,‼INDIGNANTE‼ Las primeras Leyes aprobadas con la pinza PODEMOS-PSOE en el Congreso aumentan el sueldo a los presos. Ahora ganan el 46% más que un jubilado. ¡¡¡DIFUNDIDLO !!!,1
,"¡¡¡DIFÚNDELO, POR FAVOR!!!! JUBILACIÓN DE ERNEST BENACH, DE ESQUERRA REPUBLICANA DE CATALUÑA (ERO). Este cara dura antiespañol se jubila ""por la cara"" a los 51 años con una pensión de 10.000 euros/mes durante 4 años, y después de 7.000 euros/mes hasta que",1
,"¡¡¡MENSAJE MUY, MUY, MUY URGENTE E IMPORTANTE!!! ¡POR LO QUE LEEDLO ENTERO, Y REENVIARLO, POR FAVOR!, SI LO CONSIDERÁIS OPORTUNO. CREO QUE ES IMPORTANTE SU DIFUSIÓN PARA CONOCIMIENTO GENERAL. ¡¡HAN VUELTO A REALIZAR UN PUCHERAZO, TONGO, AMAÑO O MANIPULACI",1
,"¡¡¡Noticia urgente!!! Se busca al Terrorista identificado como Ra's al Ghul alias ""Abduzcan”, por estar coludido con el ataque terrorista a la catedral de Notre Dame en Paris Francia; ya las victimas de este atentado suman 52 muertos y 35 lesionados. Se p",1
"SE ACABÓ EL CHAMPAGNE EN EL FÚTBOL, LA FIFA LO PROHÍBE PARA NO OFENDER A LOS MUSULMANES",¡¡ESCÁNDALO SIN PRECEDENTES!! Un jugador del Real Madrid puede pagar los PLATOS ROTOS en un caso de tráfico de armas ,1
Campeón de Copa inglesa no podrá celebrarlo con champán con alcohol,¡Bomba! Otegi pide el voto para Pedro Sánchez ,1
,¡Esta buscando una forma natural de lidiar contra los problemas de tiroides de las que esta cansado? La glándula tiroides (GT) es la responsable e influye en muchos procesos metabólicos en el cuerpo. Las hormonas mas comunes producidas por la GT son la tr,1
,"¡ESTO S ESCNDALOSO! LS BNCO PONDRÁ UN CANON DE 80 EUROS ANUALES A TODOS Y CADA UNO DE LOS PENSIONISTA Ls pensiones h subido, d media, d 18 euros anuales. Ahra ls banco robará a ls pensionistas 80 € anuales x mtener una cnta bcria q es obgtoria tner ¡Es ur",1
,"¡NOTICIA DE ULTIMA HORA! MUERE PAU DONÉS, VOCALISTA DE JARABE DE PALO LUEGO DE PERDER SU LUCHA CONTRA EL CÁNCER (+DETALLES)",1
,"¡QUÉ GRANDE ERES, CRISTIANO RONALDO! Uno de los mejores Jugadores del MUNDO sigue demostrando su grandeza dentro y fuera de la cancha, CR7 contrató 3 aviones que son capaces de transportar 80,000 litros para apoyar a controlar el incendiado que está destr",1
,¡QUE HORROR! Estos son los libros que el Ministerio de Educación estaría haciendo circular en las Escuelas Públicas. Una verdadera apología a la homosexualidad.,1
,"¡Si los bancos son listos, seamos nosotros más! Si estás en peligro de perder tu piso por no pagar hipoteca, hay una solución totalmente legal: Alquila el piso a algún familiar (que no aparezca en la hipoteca) por un precio simbólico de 1€ o 5€ al mes dur",1
,¡VOX presenta en el Congreso en su primer mes más iniciativas que el resto de partidos juntos! En este hilo explicamos lo que ha conseguido la EspañaViva con su voto,1
,"¿Dónde están los españoles?. Esto es lo que se preguntan en el colegio público de Infantil y Primaria de San Cristóbal de Lorca, donde solamente tres alumnos hablan español, mientras que el resto lo hacen en árabe dialectal marroquí. Antonia Pérez, direct",1
,¿Dónde van a parar las viviendas que pierden los herederos por no poder pagar el Impuesto de Sucesiones? Miles de ciudadanos españoles se ven obligados a renunciar a su herencia debido al alto el Impuesto de Sucesiones que existe en comunidades como en Ar,1
,"¿Llamas mínimo error a más de 40.000 votos nulos en sólo Valencia? ¿Más votos que personas en localidades? Una gran irregularidad y que casualmente la empresa de Soros pasara este año a revisar los votos, fraudes de votos grabados en Correos, muertos vota",1
,"¿Nos lo acaba de enviar nuestro informático: A los correos electrónicos esta llegando una citación a interrogatorio con logo de Ministerio del Interior, con número de expediente y todo. Al igual que también está llegando un correo de la Dian, con logo de ",1
,¿Por qué el Islam? ¿Cómo me hice musulmana? ¿Por qué es una religión que crece?». Estas son las preguntas y las… Estas son las preguntas y las propuestas de Joseba Asirón para la cultura de Pamplona y los civivox de la ciudad. Lo publica el digital Navarr,1
,¿PORQUE LOS INFARTOS OCURREN MÁS A MENUDO EN EL BAÑO? ESTO FUE ESCRITO POR UN PROFESOR DE MEDICINA DE LA UITM EN MALASIA QUIEN ACONSEJA QUE LA GENTE NO DEBE EMPEZAR MOJÁNDOSE LA CABEZA Y EL CABELLO CUANDO SE DUCHEN PORQUE ESTO ES UNA SECUENCIA INVERSA. ES,1
,¿Sabías esto? Que el color que aparece en el tubo de la crema dental es de vital importancia. Rojo: 90% químicos y 10% natural. Azul: 65% químicos y 35% natural. Negro: 50% químicos y 50% natural. Verde: 100% productos naturales,1
,"… y esta vez con un fraude espectacular, lo nunca visto: dando los resultados electorales ¡ANTES de hacer el recuento de votos! Porque a las 8:30 ya los empezaban a dar, felicitándose por ellos la portavoz del PSOE y ¡acababa de empezar el recuento! Dos h",1
,"‘Las redes de WIFI que se cogen en el Tribunal Supremo: A POR ELLOS. Sobran las palabras’ tuiteaba el periodista y director general de comunicación del Govern de Catalunya, Jaume Clotet.",1
,"""¿Por qué el Islam? ¿Cómo me hice musulmana? ¿Por qué es una religión que crece?"". Estas son las preguntas y las propuestas de Joseba Asirón para la cultura de Pamplona y los civivox de la ciudad. Lo publica el digital Navarra.com. El consistorio goberna",1
,"""El requisito para llevarse la paga vitalicia de expresidente es haber sido presidente del Gobierno un (1) año y un (1) día. Pedro Sánchez tomó posesión del cargo el 1 de junio de 2018. Las elecciones serán el 28 de abril de 2019"". El gobierno se constitu",1
,"""Este medicamento no es ningún protector gástrico, el omeprazol más bien es un potente inhibidor del tan necesario ácido gástrico para la centralización de microbios y la digestión. Este antiácido puede pasar de héroe a villano en cuestión de algunos años",1
,"""La Federación Inglesa (fútbol) ya no dará champán a los ganadores de la Copa por respeto a los musulmanes""",1
,"""Pero, ¿vamos a ayudar a todo el mundo? Porque si les vamos a dar sanidad, vivienda, educación... vamos a arreglar primero el drama de los españoles"", dijo Bertín Osborne en un programa de la cadena Distrito TV. ""¿Por qué no van todos a la mansión de Pabl",1
,"""Se gastan 40€ en cada comida mientras el pueblo pasa hambre"". Sabrás tú lo que ganan o en qué lo gastan. Crees que las FCSE se forran, verdad? Tú que te llevaste casi medio ""Kilo"" de Venezuela, donde el pueblo se muere de hambre, por parir un zurullo de ",1
,"""Van a eliminar el personaje de Apu por completo para evitar controversia"". Efectivamente, y según ha confirmado el productor de Castlevania, Adi Shankar, Apu Nahasapeemapetilon será eliminado de Los Simpsons.Tras 30 temporadas al frente del Badulaque Apu",1
,“¿Por qué el Islam? ¿Cómo me hice musulmana? ¿Por qué es una religión que crece?”. Estas son las preguntas y las propuestas de Joseba Asirón para la cultura de Pamplona y los civivox de la ciudad. El consistorio gobernado por Bildu ha programado conferenc,1
,“Dueños de nuestros silencios y esclavos de nuestras palabras”. Esta frase de Mahatma Gandhi se aplicaría a la perfección a Juan Carlos Monedero al recordarle un tuit de mayo de 2011 donde deseaba “que la lucha del pueblo árabe crezca en todo el continent,1
,“Resu ototo no shokuryohin” (Hermano comestible) es el primer restaurante en el mundo que ofrece a sus clientes platillos hechos con carne humana y se encuentra en la ciudad de Tokio. Este establecimiento se ubica muy alejado de la capital de Japón pero s,1
,«¿Por qué el Islam? ¿Cómo me hice musulmana? ¿Por qué es una religión que crece?». Estas son las preguntas y las propuestas de Joseba Asirón para la cultura de Pamplona y los civivox de la ciudad. Lo publica el digital Navarra.com. El consistorio gobernad,1
,"«AGENTES DE LA POLICÍA Y DE LA GUARDIA CIVIL QUE ESTÁN TRABAJANDO EN EL PROGRAMA DARE', NOS HAN REMITIDO EL SIGUIENTE COMUNICADO: SI UD. CONDUCE DE NOCHE Y VE UN VEHÍCULO QUE NO TRAIGA LAS LUCES ENCENDIDAS ¡NO LE HAGA CAMBIO DE LUCES PARA AVISARLE QUE LAS",1
,"«Lo haré gratis…» afirma José Ignacio Munilla, obispo de San Sebastián. Jose Ignacio Munilla, obispo de San Sebastián, realizará exorcismos a todas aquellas feministas que quieran expulsar al demonio que llevan dentro, lo ha confirmado el propio obispo en",1
ANÁLISIS DEL CONTROVERTIDO MAIL “EL HOSPITAL JOHN’S HOPKINS CAMBIÓ SU VISIÓN SOBRE EL CÁNCER”,"«Ningún menor de 21 años podrá pertenecer a cultos, religiones o sectas» así se proclamó la ley promovida por el parlamento de Islandia, donde este estándar de edad es la obligatoria para hacer vida en tales actividades, ya que no se les permite a los pad",1
,"«No queremos sacrificar a Curro». Un ladrón se vio sorprendido en pleno robo por un perro y la ley ampara al ladrón por hurto menor y no al alano español, que tendrá que ser sacrificado. A las 00.30 horas de la noche la algarabía despertó a los propietari",1
,"[AHORA] La patente del auto identificado como el de los atacantes de Héctor Olivares tiene multas de hoy por exceso de velocidad en La Plata, Dolores y Castelli.",1
,"*Dr. Rafael Zepeda Ramos, pediatra* Un coche estacionado a la sombra durante el día con las ventanas cerradas puede contener de 400-800 mg. de Benceno. Si está aparcado fuera bajo el sol a una temperatura superior a 16º C., el nivel de Benceno subirá a 20",1
,*MICROONDAS PROHIBIDOS EN JAPON* El gobierno japonés decidió deshacerse de todos los hornos de microondas en el país antes de finales de este año. Todos los ciudadanos y organizaciones que no cumplan con el requisito son amenazados con penas de prisión de,1
Bildu da prioridad al islam en Pamplona y lo sitúa por encima del cristianismo: «Es parte de nuestra cultura». Bildu quiere islamizar Pamplona.,"*OJO PENSIONISTAS !!!* Ayer se supo que el Partido Popular despidió a su informático por hacer público el pacto secreto que tienen con C,s y VOX si ganan las elecciones. En dicho documento acuerdan una bajada del 20% de las pensiones para el año 2020 y un",1
Bildu convierte al Islam en la religión oficial de Pamplona,"29 varones frente a 57 mujeres son las estadísticas que nos deja el 2015, la diferencia es que ningún organismo oficial recoge la muerte de estos varones como violencia de género y solo podemos acceder a estos datos recopilándolos de periódicos locales o ",1
,"40.000 votos nulos, voto por correo bloqueado en muchos casos, cambios en los colegios electorales.... esto apesta aunq…",1
"EN PAMPLONA, BILDU ADOCTRINA A LOS JÓVENES EN PRO DEL ISLAMISMO",5 de los 9 jueces votaron que la Sharia o cualquier otra ideología que contradiga los derechos humanos no podrá ser impartida en las escuelas públicas norteamericanas. La corte suprema de Estados Unidos ha votado prohibir el Islam y erradicarlo del sistem,1
Bildu convierte al Islam en la religión oficial de Pamplona,"6000€ de ayuda a inmigrantes en paro, mientras a los autónomos nos crujen podamos o no podamos afrontar tantos impuestos.",1
,630 MILLONES DESTINADOS A AYUDAS AL DESARROLLO HAN IDO A PARAR A ORGANIZACIONES LGTB,1
,"A continuación se presenta el resumen de un informe realizado por un grupo de investigadores y doctores en medicina para la prestigiosa editorial médica norteamericana JAMA, en la que afirman cómo la administración masiva de la vacuna antigripal desencade",1
,"A esto tranquilo que no te responderán, o sí: Fascista, vienen a pagarnos las pensiones (aún no sé como ), nadie es ilegal, la tierra es del viento, Catalunya será musulmana e inclusiva o no será, y todas esas mierdas CUP/Podemos/Colau que se les abre el ",1
,"A lo mejor para los señores RICOS de PODEMOS, Amancio Ortega debería gastarse su dinero en buenos restaurantes y en vivir como su amigo MADURO y compañías",1
,"A menos que tú o un miembro de tu familia hayáis sufrido de cáncer y hayáis tratado de curarlo de forma natural, su nombre y su investigación probablemente no te serán conocidos. El Dr. Otto Heinrich Warburg ganó el premio Nobel de de Fisiología o Medicin",1
,a tradicional fiesta de la muerte del dragón a manos de San Jorge que se celebra cada 23 de Abril se ve amenazada por las presiones de grupos animalistas. Bajo el lema ‘San Jorge asesino’ se han unido varias asociaciones en favor de la vida animal con el ,1
,"Acabo de enterarme de que “Maldito Bulo”, dirigida por Ana Pastor, la directora de la «Dirección General de la Policía de Facebook e Internet», me ha metido dentro del saco de sus “Malditos Bulos” por una investigación que publiqué en este artículo de mi ",1
,Acabo de salir de donar sangre y os comento una cosita que no todo el mundo sabe: Donad en hospitales porque los buses de la cruz roja venden la sangre a la sanidad privada,1
,Activan alerta nivel 3 Es la primera vez en España que se activa A pa ahora el general de la UME toma en control. La visibilidad es tan mala que los medios aéreos sólo pueden actuar ei periíeria del fuego por nesgo de accidente,1
"PUCHERAZO: Así manipuló el voto el PSOE. Rafael Roselló demuestra ""El Algoritmo de Soros"" para La Tribuna de España","Ada Colau busca el soberanismo catalán, el mando total, por la vía criminal, pero España, de momento, es mucha España. Nadie se explica que una bestia como “La Colau” ha llegado a la alcaldía de Barcelona. Pero si, en cierto modo, tiene una base lógica, l",1
,"Ada Colau busca el soberanismo catalán, el mando total, por la vía criminal, pero España, de momento, es mucha España. Nadie se explica que una bestia como “La Colau” ha llegado a la alcaldía de Barcelona. Pero si, en cierto modo, tiene una base lógica, l",1
La edad media de una madre primeriza pasa de los 25 a los 40 años en España,"Adicto a la pornografía, cubría cada centímetro de su casa con publicaciones de contenido sexual, que le ocasionaron su propia muerte. Joji, un solitario japonés de 50 años, quizás pase a la historia por su insólita y morbosa causa de muerte. El individuo",1
,Adidas regala 3.000 pares de zapatos gratis para celebrar la Navidad,1
La Universidad de Oxford dará 15 minutos más en los exámenes para que las mujeres mejoren sus notas,"Agentes de la Policía Nacional de la Comisaría Provincial de Cádiz han detenido a seis menores marroquíes acusados de cometer abusos sexuales a dos niñas, las cuales precisaron puntos de sutura en el ano. Los hechos ocurrieron el pasado 7 de septiembre cu",1
,"Ahora Madrid, la agrupación de electores de izquierdas encabezada por la ex jueza Manuela Carmena, se alzará probablemente con la alcaldía de la capital de España. Su pactado acuerdo de estabilidad con el PSOE, a imagen y semenjanza del 36, creará un nuev",1
Ortega Smith expulsado de VOX,Ahora me explico algunas cosas recientes. -39.200 Medicos menos. El estado subvenciona 41.929 curas a 2.000€ ( aproximadamente) cada uno...cuando te pongas enfermo ve a la parroquia más cercana. PEDRO M. OTERO.,1
ÚLTIMA HORA: Atentado Islamista en Madrid. Furgoneta a toda velocidad se dirigía a la Puerta del Sol,"Al loro sagunto y puerto, una banda de magrebies con ropa de faena de gas están llamando a las casas y están pegando palos, son al menos 10 no habría a nadie sospechoso y llamar a la policía......",1
SE REVELA QUE EL VIH SIDA FUE CREADO EN LABORATORIOS MILITARES POR EE.UU,"Al principio se había especulado que, como en la exitosa película Roma, un villero encarne a 007. Pero luego decidieron cosntruir un personaje en base a las tendencias actuales. Según pudo saber en exclusiva INFOGARCH, el nuevo 007 será radicalmente disti",1
Expulsan a una joven de 16 años de un instituto en Cataluña por hablar español… ¡en una clase de lengua española!,"Al recibir apoyo de López Obrador, les prohíbe criticarlo, votar awebo por Morena y obedecer la cuarta. Bienvenidos al Gobierno donde la corrupción es la que reina....",1
Expulsan de clase en Cataluña a una joven de 16 años por hablar español,"Alemania en el 2000 pidio disculpas por el holocausto. La iglesia con Juan Pablo II pide disculpa por la inquisicion Japon pide disculpas en el 2015 por las bombas atomicas. España en 2015 reclama un galeon hundido por 1,500 millones de dolares en ORO en ",1
Nicolás Maduro amenaza a España con lanzar misiles y declara la guerra a Estados Unidos,"ALERTA URGENTE! Tenga cuidado de no tomar el paracetamol que viene escrito p / 500. Es un paracetamol nuevo, muy bianco у brillante, los medicos prueban que contienen ""Machupo” el virus, considerado uno de los virus mas peligrosos del mundo. Y con alta ta",1
Nicolás Maduro amenaza con lanzar misiles contra España: «Vamos a desplegar todo nuestro sistema de misiles»,"ALERTA: DECLARACION DE LA RENTA ¡OJO AL DATO! Os cuento, he recibido un correo, teóricamente del Ministerio de Hacienda (con todos los membretes etc) diciéndome que: tras ver mi declaración, habían detectado un fallo a mí favor de 284 € y que tenía que re",1
Londres pone al aceite de oliva en el mismo saco que la comida basura,"Alto Oficial de la Inteligencia Naval Militar de EE.UU, (Office of Naval Intelligence ONI) división administrativa que forma parte de la Corporación de Inteligencia de los Estados Unidos Col. Milton W. Cooper, revela que el VIH SIDA fue desarrollado en in",1
,"Alyssa Carson quiere ser la primera humana en pisar MarteAlyssa Carson, una joven de 17 años, de Baton Rougue, Louisiana, tiene muy claro desde pequeña que quiere ser la primera persona en pisar Marte. Pero las cosas en palacio, van despacio. Y aunque la ",1
,"Amigos/as PENSIONISTAS parece que ningun partido politico quiere mojarse para dar solucion al problema de las PENSIONES, incluso algunos dicen que no es sostenible у que hay que bajarla al no haber presupuestos para mantenerlas. Рог estos medios los pensi",1
,"Ante los acontecimientos ocurridos hoy en Barcelona, y el fanatismo de unos pocos radicales el gobierno de Mariano Rajoy se ha reunido con el consejo de ministros para erradicar de una forma rápida la intentona de querer votar los catalanes a un referéndu",1
Iglesias y Montero se compran también un apartamento en Benidorm,"Antiindependentista y de ""centro"": así es el Prune, el primer partido musulmán en España fundado en Granada",1
"
Podemos presenta su medida bomba: pagará 1.200 euros al mes a todos los inmigrantes
Podemos presenta su medida bomba: pagará 1.200 euros al mes a todos los inmigrantes
Podemos presenta su medida bomba: pagará 1.200 euros al mes a todos los inmigrantes
Po",APROBADO: OBLIGATORIO TENER UN ÁRBOL POR CASA O HABRÁ MULTA DE $1576.34 ANUAL HASTA PLANTAR UNO. El cabildo de Mérida aprobó por unanimidad sanción de $1576.34 que se verá reflejado en servicios municipales si no cuentas con un árbol al menos en casa. Est,1
,"Aquella mañana llegué algo tarde a ""Río Frío"" y Don Sabino ya estaba allí, en la mesa habitual donde nos sentábamos los sábados y con vistas a la plaza de Colón. Tenía un café delante, un vaso de agua, y ojeaba los periódicos del día. Nada más saludarnos ",1
,"Aqui teneis el video del MENA, marroqui de Canet del Mar, a estos que le vamos a dar la paguita hasta los 23 años, los niños de Pedrito. Por cierto luego para mas Inri la viola, estos energúmenos que viven con ideas medievales y estas manadad no saldran p",1
,Aquí tenemos a Forcadell...maldita hemeroteca...como saben venderse al mejor postor. Quién quiere a esta gente de compañía?,1
